Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1247A","Biella - Sturzo","SPO.IT1247A_6001_gravi_2010-06-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.302","ug/m3","98.08","1","Background","Urban","8.0564","45.5588","405.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IT1247A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR07058","Montluçon","SPO-FR07058_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","6.159","ug/m3","75.63","1","Background","Urban","2.5940","46.3407","203.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-FR07058&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33121","Albertville","SPO-FR33121_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.006","ug/m3","96.56","1","Background","Urban","6.3897","45.6750","352.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-FR33121&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33220","PASSY","SPO-FR33220_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.050","ug/m3","89.27","1","Background","Suburban","6.7136","45.9236","588.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-FR33220&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR076A","ATMO BOURGOGNE-FRANCHE-COMTE","FR82010","Montbéliard centre","SPO-FR82010_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.662","ug/m3","98.52","1","Background","Urban","6.7940","47.5103","331.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-FR82010&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY049","Neustadt a.d. Donau/Eining","SPO.DE_DEBY049_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.188","ug/m3","99.93","1","Background","Rural","11.7778","48.8532","359.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY049&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY072","Tiefenbach/Altenschneeberg","SPO.DE_DEBY072_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","7.791","ug/m3","99.53","1","Background","Rural","12.5489","49.4385","755.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE005DP","Cork Cobh Carrignafoy","SPO.IE.IE005DPSample1_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","8.360","ug/m3","100.00","1","Background","Suburban","-8.2878","51.8550","79.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE005DP&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Hungary","NET-HU004A","""Hungarian Air Quality Network""","HU0034A","""Veszprem""","SPO-HU0034A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.355","ug/m3","97.81","1","Background","Suburban","17.9011","47.0911","274.0","Veszprém                                                                        ","HU013C1                                           ","59119","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-HU0034A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Hungary","NET-HU004A","""Hungarian Air Quality Network""","HU0029A","""Pecs Boszorkany""","SPO-HU0029A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","13.571","ug/m3","84.38","1","Background","Suburban","18.2111","46.0803","200.0","Pécs                                                                            ","HU004C1                                           ","141843","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-HU0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Iceland","NET-IS009A","HHGK-netið","IS0046A","Hafnarfjörður Norðurhella","SPO-IS0046A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","4.458","ug/m3","91.26","1","Background","Suburban","-21.9854","64.0442","19.0","Reykjavik                                                                       ","IS001C1                                           ","132252","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IS&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-IS0046A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE001DM","Wexford Enniscorthy Parnell Road","SPO.IE.IE001DMSample2_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.133","ug/m3","100.00","1","Background","Suburban","-6.5708","52.4985","30.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE001DM&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Greece","NET-GR017A","monitoring network of Epirus","GR0410A","IOANNINA-2","SPO-GR0410A_06001_101","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.687","ug/m3","88.05","1","Background","Urban","20.8466","39.6712","481.0","Ioannina                                                                        ","EL007C1                                           ","80371","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=GR&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-GR0410A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Hungary","NET-HU004A","""Hungarian Air Quality Network""","HU0057A","""Szeged2""","SPO-HU0057A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","15.603","ug/m3","97.26","1","Background","Urban","20.1531","46.2666","79.0","Szeged                                                                          ","HU006C1                                           ","160258","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-HU0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Netherlands","NET-NL001A","DCMR Luchtkwaliteit Meetnet Rijnmond","NL00488","Rotterdam Zuid-Zwartewaalstraat","SPO-NL00488_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.572","ug/m3","96.86","1","Background","Urban","4.4875","51.8936","0.0","Greater Rotterdam                                                               ","NL003C2                                           ","1232747","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-NL00488&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00404","Den Haag-Rebecquestraat","SPO-NL00404_06001_102","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","8.626","ug/m3","96.40","1","Background","Urban","4.2892","52.0771","2.0","Greater 's-Gravenhage                                                           ","NL001C2                                           ","769888","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-NL00404&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00418","Rotterdam-Schiedamsevest","SPO-NL00418_06001_102","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.537","ug/m3","99.29","1","Background","Urban","4.4799","51.9142","3.0","Greater Rotterdam                                                               ","NL003C2                                           ","1232747","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-NL00418&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.10","Umweltbundesamt","AT0ENK1","Enzenkirchen im Sauwald","SPO.10.ENK1.64509.6001.2","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.633","ug/m3","91.96","1","Background","Rural","13.6709","48.3916","525.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.10.ENK1&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT9STAD","Stadlau","SPO.09.STAD.64538.6001.1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","12.593","ug/m3","99.68","1","Background","Urban","16.4583","48.2264","159.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.09.STAD&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT9LIES","Liesing - Carlberger-Gasse Gewerbegebiet","SPO.09.LIES.67354.6001.1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.399","ug/m3","99.78","1","Background","Suburban","16.3013","48.1412","211.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.09.LIES&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT90LOB","Lobau","SPO.09.LOB.64566.6001.1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.930","ug/m3","99.89","1","Background","Suburban","16.5256","48.1621","155.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.09.LOB&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.10","Umweltbundesamt","AT0ZOE2","Zöbelboden im Reichraminger Hintergebirge - Wildwiese","SPO.10.ZOE2.65499.6001.2","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","5.171","ug/m3","96.44","1","Background","Rural","14.4409","47.8383","892.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.10.ZOE2&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT082A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano","IT1464A","CASIRATE D'ADDA","SPO.IT1464A_6001_BETA_2006-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.870","ug/m3","91.78","1","Background","Rural","9.5564","45.4975","115.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IT1464A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE002AP","Dublin Raheny Saint Anne's Park","SPO.IE.IE002APSample1_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","7.598","ug/m3","100.00","1","Background","Suburban","-6.1726","53.3688","10.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE002AP&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0141A","Wicklow Bray Wurzburg Road","SPO.IE.IE0141ASample2_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","6.550","ug/m3","78.90","1","Background","Suburban","-6.1217","53.1872","47.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE0141A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE0036A","Dublin Ballyfermot Library","SPO.IE.IE0036ASample2_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.509","ug/m3","99.18","1","Background","Suburban","-6.3523","53.3405","43.0","Dublin                                                                          ","IE001C1                                           ","516255","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Ireland","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","IE004BP","Cork UCC Distillery Fields","SPO.IE.IE004BPSample1_6001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","7.891","ug/m3","93.42","1","Background","Suburban","-8.4864","51.9001","7.0","Cork                                                                            ","IE002C1                                           ","118713","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.IE.IE004BP&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Austria","NET.10","Umweltbundesamt","AT0ILL1","Illmitz am Neusiedler See","SPO.10.ILL1.3880.6001.1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.958","ug/m3","99.18","1","Background","Rural","16.7664","47.7703","117.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.10.ILL1&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Belgium","NET-Brussels","Brussels","BETB011","41B011 - BERCHEM S.A","SPO-BETB011_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","12.111","ug/m3","88.84","1","Background","Suburban","4.2887","50.8578","66.0","Bruxelles / Brussel                                                             ","BE001C1                                           ","1223364","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BETB011&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT9SCHA","Schafberg","SPO.09.SCHA.66729.6001.1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.654","ug/m3","96.89","1","Background","Suburban","16.3016","48.2354","319.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.09.SCHA&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Belgium","NET-Flanders","Flanders","BEGR701","26R701 - GENT","SPO-BEGR701_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","13.411","ug/m3","97.26","1","Background","Urban","3.7293","51.0583","5.0","Gent                                                                            ","BE003C1                                           ","263687","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BEGR701&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Belgium","NET-Brussels","Brussels","BETR001","41R001 - MOLENBEEK","SPO-BETR001_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.597","ug/m3","92.83","1","Background","Urban","4.3341","50.8497","20.0","Bruxelles / Brussel                                                             ","BE001C1                                           ","1223364","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BETR001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY075","Weiden i.d.OPf./Nikolaistraße","SPO.DE_DEBY075_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.714","ug/m3","99.79","1","Background","Urban","12.1594","49.6790","400.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY075&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY002","Arzberg/Egerstraße","SPO.DE_DEBY002_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.941","ug/m3","99.75","1","Background","Suburban","12.1887","50.0582","480.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY004","Kleinwallstadt/Hofstetter Straße","SPO.DE_DEBY004_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.018","ug/m3","99.87","1","Background","Suburban","9.1715","49.8694","124.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY088","Trostberg/Schwimmbadstraße","SPO.DE_DEBY088_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.239","ug/m3","99.95","1","Background","Suburban","12.5382","48.0217","488.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY088&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW010","Unna-Königsborn","SPO.DE_DENW010_PM2_dataGroup1","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.594","ug/m3","97.09","1","Background","Suburban","7.6938","51.5475","76.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA.DE_DENW010&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Poland","NET_PL_ZP_AQ","Zachodniopomorska Sieć Monitoringu Powietrza","PL0500A","Koszalin, ul. Spasowskiego","SPO_PL0500A_6001_001","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","13.672","ug/m3","100.00","1","Background","Urban","16.1932","54.2072","47.0","Koszalin                                                                        ","PL028C1                                           ","107321","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0500A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Portugal","NET-PT00002","Rede de Qualidade do Ar de Lisboa e Vale do Tejo","PT03083","Laranjeiro","SPO-PT03083_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.972","ug/m3","89.03","1","Background","Urban","-9.1578","38.6636","63.0","Lisboa (greater city)                                                           ","PT001K1                                           ","1872036","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Romania","NET-RO029A","Brasov-RNMCA","RO0119A","BV-2","SPO-RO0119A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.149","ug/m3","90.96","1","Background","Urban","25.5831","45.6522","570.0","Brasov                                                                          ","RO504C1                                           ","289360","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-RO0119A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Romania","NET-RO027A","Botosani-RNMCA","RO0112A","BT-1","SPO-RO0112A_06001_100","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","13.357","ug/m3","94.25","1","Background","Urban","26.6585","47.7399","167.0","Botosani                                                                        ","RO510C1                                           ","120153","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-RO0112A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
