Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR20048","SAINT EXUPERY","SPO-FR20048_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.555","ug/m3","96.37","1","Background","Suburban","5.0722","45.7533","217.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR20048&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR29426","SAINT-CHAMOND","SPO-FR29426_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.075","ug/m3","96.70","1","Background","Urban","4.5150","45.4753","366.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR29426&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19033","Vannes UTA","SPO-FR19033_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.309","ug/m3","99.18","1","Background","Urban","-2.7640","47.6489","20.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR20046","VAULX EN VELIN","SPO-FR20046_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.793","ug/m3","97.13","1","Background","Urban","4.9247","45.7789","172.0","Lyon                                                                            ","FR003C2                                           ","1076752","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR20046&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33121","Albertville","SPO-FR33121_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.564","ug/m3","97.95","1","Background","Urban","6.3897","45.6750","352.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR33121&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19010","Rennes St-Yves","SPO-FR19010_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.572","ug/m3","97.93","1","Background","Urban","-1.6829","48.1108","30.0","Rennes                                                                          ","FR013C2                                           ","216815","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19010&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR11026","Halluin stade","SPO-FR11026_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.259","ug/m3","83.20","1","Background","Suburban","3.1257","50.7755","24.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR11026&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR06003","Douai Theuriet","SPO-FR06003_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.164","ug/m3","94.79","1","Background","Urban","3.0659","50.3782","28.0","Douai                                                                           ","FR209C2                                           ","86074","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR06003&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR27010","Plateau de Bonnevaux","SPO-FR27010_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","71.635","ug/m3","94.32","1","Background","Rural","5.1811","45.4609","520.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR27010&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19053","Quimper Zola","SPO-FR19053_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","62.628","ug/m3","99.28","1","Background","Urban","-4.0977","47.9866","61.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19053&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR18035","Salouel","SPO-FR18035_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.518","ug/m3","98.92","1","Background","Suburban","2.2398","49.8689","30.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR18035&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR18053","St Pierre Amiens","SPO-FR18053_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","46.230","ug/m3","97.49","1","Background","Urban","2.3046","49.9017","26.0","Amiens                                                                          ","FR014C2                                           ","137609","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR18053&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33211","ANNEMASSE","SPO-FR33211_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.496","ug/m3","98.40","1","Background","Urban","6.2406","46.1958","441.0","Annemasse                                                                       ","FR047C2                                           ","61518","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR33211&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR10132","Campagne les B.","SPO-FR10132_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.945","ug/m3","99.11","1","Background","Rural","1.9915","50.6105","170.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR10132&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR36001","Valence Périurb. Sud","SPO-FR36001_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.948","ug/m3","97.40","1","Background","Suburban","4.8763","44.8702","125.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR36001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33120","CHAMONIX","SPO-FR33120_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","42.863","ug/m3","97.79","1","Background","Urban","6.8700","45.9225","1038.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR33120&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR36002","Valence Urb. Centre","SPO-FR36002_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","55.091","ug/m3","96.19","1","Background","Urban","4.8935","44.9335","125.0","Valence                                                                         ","FR214C1                                           ","94650","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR36002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19008","Serv Tech Guipry","SPO-FR19008_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.075","ug/m3","94.45","1","Background","Rural","-1.8363","47.8319","29.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR10032","Outreau","SPO-FR10032_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.318","ug/m3","90.65","1","Background","Suburban","1.5766","50.6944","58.0","Boulogne-sur-Mer                                                                ","FR057C2                                           ","74740","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR10032&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR11114","Wattignies","SPO-FR11114_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.260","ug/m3","97.69","1","Background","Suburban","3.0495","50.5977","51.0","Lille                                                                           ","FR009C1                                           ","906981","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR11114&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR10029","Cappelle la Grande","SPO-FR10029_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.526","ug/m3","94.16","1","Background","Suburban","2.3663","50.9959","3.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR10029&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR01020","Thionville-Centre","SPO-FR01020_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.069","ug/m3","92.74","1","Background","Urban","6.1569","49.3583","154.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR01020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19018","MORDELLES BELLAIS","SPO-FR19018_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.655","ug/m3","98.05","1","Background","Suburban","-1.8346","48.0829","45.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR28033","Noeux-les-Mines","SPO-FR28033_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.047","ug/m3","97.53","1","Background","Suburban","2.6664","50.4897","23.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR28033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR06001","Valenciennes Acacias","SPO-FR06001_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.004","ug/m3","91.72","1","Background","Urban","3.5080","50.3585","43.0","Valenciennes                                                                    ","FR034C2                                           ","103476","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR06001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR01018","Scy-Chazelles","SPO-FR01018_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.878","ug/m3","92.87","1","Background","Suburban","6.1228","49.1075","170.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR01018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR18019","Nogent sur Oise","SPO-FR18019_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.182","ug/m3","94.43","1","Background","Suburban","2.4822","49.2764","28.0","Creil                                                                           ","FR084C1                                           ","75375","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR18019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR28022","St-Laurent-Blangy","SPO-FR28022_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.945","ug/m3","96.45","1","Background","Suburban","2.8074","50.3089","90.0","Arras                                                                           ","FR064C2                                           ","69335","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR28022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR30020","Bar Le Duc","SPO-FR30020_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.325","ug/m3","98.77","1","Background","Urban","5.1628","48.7759","200.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR30020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19061","Saint Brieuc Balzac","SPO-FR19061_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.473","ug/m3","97.63","1","Background","Urban","-2.7495","48.5135","90.0","Saint-Brieuc                                                                    ","FR066C1                                           ","64350","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19061&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR01021","Thionville-Garche","SPO-FR01021_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.549","ug/m3","97.74","1","Background","Suburban","6.2014","49.3944","151.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR01021&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19082","StMalo Rocabey","SPO-FR19082_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.237","ug/m3","98.85","1","Background","Suburban","-2.0027","48.6531","5.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19082&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR18042","P. Roth St Quentin","SPO-FR18042_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.337","ug/m3","97.27","1","Background","Urban","3.2840","49.8513","95.0","Saint-Quentin                                                                   ","FR079C2                                           ","53816","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR18042&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR071A","ATMO AUVERGNE-RHÔNE-ALPES","FR33305","Bourg-en-Bresse","SPO-FR33305_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","52.902","ug/m3","97.63","1","Background","Urban","5.2264","46.2117","220.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR33305&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR10026","Calais Parmentier","SPO-FR10026_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","54.894","ug/m3","94.84","1","Background","Urban","1.8901","50.9578","3.0","Calais                                                                          ","FR062C1                                           ","73911","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR10026&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR10041","St Omer Ribot","SPO-FR10041_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","44.507","ug/m3","96.35","1","Background","Urban","2.2598","50.7482","12.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR10041&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19015","Brest Pen ar Streat","SPO-FR19015_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","59.967","ug/m3","88.04","1","Background","Urban","-4.4751","48.4119","72.0","Brest                                                                           ","FR037C1                                           ","140064","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR11025","Lille Fives","SPO-FR11025_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","46.314","ug/m3","96.76","1","Background","Urban","3.0903","50.6281","25.0","Lille                                                                           ","FR009C1                                           ","906981","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR11025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR16017","Nord-Est Alsace","SPO-FR16017_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","46.395","ug/m3","96.80","1","Background","Rural","8.1585","48.9194","114.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR16017&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR16029","Strasbourg Nord","SPO-FR16029_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.812","ug/m3","98.29","1","Background","Urban","7.7816","48.6104","114.0","Strasbourg                                                                      ","FR006C2                                           ","405733","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR16029&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR22022","SARREGUEMINES","SPO-FR22022_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.702","ug/m3","97.92","1","Background","Urban","7.0835","49.1183","218.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR22022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR076A","ATMO BOURGOGNE-FRANCHE-COMTE","FR82005","Montfaucon","SPO-FR82005_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","76.108","ug/m3","98.44","1","Background","Suburban","6.0765","47.2346","490.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR82005&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR06007","Maubeuge Joyeuse","SPO-FR06007_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.468","ug/m3","95.35","1","Background","Urban","3.9769","50.2794","133.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR06007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR072A","AIR BREIZH","FR19032","Lorient B. Bissonnet","SPO-FR19032_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","56.882","ug/m3","96.91","1","Background","Urban","-3.3950","47.7425","37.0","Lorient                                                                         ","FR049C2                                           ","79877","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR19032&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR074A","ATMO HAUTS DE FRANCE","FR18043","Faiencerie Creil","SPO-FR18043_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.167","ug/m3","91.54","1","Background","Urban","2.4744","49.2596","34.0","Creil                                                                           ","FR084C1                                           ","75375","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR18043&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"France","NET-FR075A","ATMO GRAND EST","FR01011","Metz-Centre","SPO-FR01011_7","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.862","ug/m3","99.49","1","Background","Urban","6.1808","49.1194","192.0","Metz                                                                            ","FR017C2                                           ","166252","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=FR&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-FR01011&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
