Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Germany","NET.DE_BW","Tina zur Heiden","DEBW038","Friedrichshafen","SPO.DE_DEBW038_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.941","ug/m3","97.84","1","Background","Urban","9.4857","47.6601","404.0","Friedrichshafen                                                                 ","DE072C1                                           ","61283","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW038&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW052","Konstanz","SPO.DE_DEBW052_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.035","ug/m3","98.09","1","Background","Urban","9.1693","47.6644","403.0","Konstanz                                                                        ","DE054C1                                           ","84911","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW052&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW107","Tübingen","SPO.DE_DEBW107_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.270","ug/m3","97.99","1","Background","Suburban","9.0512","48.5077","325.0","Tübingen                                                                        ","DE050C1                                           ","91506","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW107&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BE","Lena Schümann","DEBE068","Berlin Mitte","SPO.DE_DEBE068_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.931","ug/m3","99.32","1","Background","Urban","13.4188","52.5136","35.0","Berlin                                                                          ","DE001C1                                           ","3669491","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBE068&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BB","Hannes Brauer","DEBB053","Hasenholz (Buckow)","SPO.DE_DEBB053_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.771","ug/m3","99.79","1","Background","Rural","14.0152","52.5639","88.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBB053&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW087","Schwäbische Alb","SPO.DE_DEBW087_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","6.320","ug/m3","97.91","1","Background","Rural","9.2076","48.3458","798.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW087&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW023","Weil am Rhein","SPO.DE_DEBW023_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.773","ug/m3","97.93","1","Background","Suburban","7.6333","47.5882","275.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY009","Bamberg/Löwenbrücke","SPO.DE_DEBY009_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.933","ug/m3","99.68","1","Background","Urban","10.8877","49.8983","231.0","Bamberg                                                                         ","DE062C1                                           ","77373","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY009&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW039","Villingen-Schwenningen","SPO.DE_DEBW039_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.161","ug/m3","97.87","1","Background","Suburban","8.4636","48.0487","700.0","Villingen-Schwenningen                                                          ","DE051C1                                           ","85707","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW039&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BB","Hannes Brauer","DEBB064","Cottbus","SPO.DE_DEBB064_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.922","ug/m3","99.87","1","Background","Urban","14.3345","51.7468","75.0","Cottbus                                                                         ","DE539C1                                           ","99678","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBB064&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW059","Tauberbischofsheim","SPO.DE_DEBW059_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.390","ug/m3","97.40","1","Background","Suburban","9.6579","49.6348","177.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW059&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY013","Mehring/Sportplatz","SPO.DE_DEBY013_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.181","ug/m3","99.62","1","Background","Rural","12.7814","48.1828","415.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY013&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY007","Augsburg/Bourges-Platz","SPO.DE_DEBY007_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","23.842","ug/m3","99.75","1","Background","Urban","10.8884","48.3766","477.0","Augsburg                                                                        ","DE033C1                                           ","296582","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY004","Kleinwallstadt/Hofstetter Straße","SPO.DE_DEBY004_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.519","ug/m3","99.75","1","Background","Suburban","9.1715","49.8694","124.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW081","Karlsruhe-Nordwest","SPO.DE_DEBW081_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.156","ug/m3","97.93","1","Background","Urban","8.3556","49.0286","114.0","Karlsruhe                                                                       ","DE035C1                                           ","312060","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW081&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW084","Freiburg","SPO.DE_DEBW084_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.691","ug/m3","97.98","1","Background","Urban","7.8321","48.0015","262.0","Freiburg im Breisgau                                                            ","DE027C1                                           ","231195","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW084&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW033","Pforzheim","SPO.DE_DEBW033_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","23.245","ug/m3","97.90","1","Background","Urban","8.6655","48.8890","278.0","Pforzheim                                                                       ","DE533C1                                           ","125957","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW112","Gärtringen","SPO.DE_DEBW112_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.940","ug/m3","97.99","1","Background","Suburban","8.9044","48.6456","466.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW112&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW029","Aalen","SPO.DE_DEBW029_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.334","ug/m3","97.66","1","Background","Suburban","10.0963","48.8479","424.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW029&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY030","Saal a.d. Donau/Regensburger Straße","SPO.DE_DEBY030_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.468","ug/m3","99.44","1","Background","Suburban","11.9488","48.9042","340.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY030&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY020","Hof/LfU","SPO.DE_DEBY020_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.308","ug/m3","99.83","1","Background","Suburban","11.8975","50.3206","525.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_HE","Diana Rose","DEHE022","Wiesbaden Süd","SPO.DE_DEHE022_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.831","ug/m3","98.82","1","Background","Urban","8.2450","50.0503","121.0","Wiesbaden                                                                       ","DE020C1                                           ","278474","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEHE022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW073","Neuenburg","SPO.DE_DEBW073_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.190","ug/m3","98.06","1","Background","Suburban","7.5680","47.8190","223.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW073&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY052","Neu-Ulm/Gabelsbergerstraße","SPO.DE_DEBY052_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","27.398","ug/m3","99.84","1","Background","Urban","10.0083","48.3971","470.0","Neu-Ulm                                                                         ","DE076C1                                           ","58978","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY052&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY118","Passau/Stelzhamerstraße","SPO.DE_DEBY118_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","29.195","ug/m3","99.83","1","Background","Urban","13.4220","48.5736","300.0","Passau                                                                          ","DE081C1                                           ","52803","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY118&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY031","Kempten (Allgäu)/Westendstraße","SPO.DE_DEBY031_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.364","ug/m3","99.85","1","Background","Suburban","10.3066","47.7251","678.0","Kempten (Allgäu)                                                                ","DE066C1                                           ","69151","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY032","Kulmbach/Konrad-Adenauer-Straße","SPO.DE_DEBY032_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.032","ug/m3","99.75","1","Background","Urban","11.4426","50.1031","303.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY032&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY049","Neustadt a.d. Donau/Eining","SPO.DE_DEBY049_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","9.320","ug/m3","99.78","1","Background","Rural","11.7778","48.8532","359.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY049&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW042","Bernhausen","SPO.DE_DEBW042_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","24.136","ug/m3","97.98","1","Background","Suburban","9.2278","48.6781","370.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW042&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY005","Aschaffenburg/Bussardweg","SPO.DE_DEBY005_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.043","ug/m3","99.79","1","Background","Suburban","9.1180","49.9915","134.0","Aschaffenburg                                                                   ","DE061C1                                           ","71002","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY005&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BW","Tina zur Heiden","DEBW046","Biberach","SPO.DE_DEBW046_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.765","ug/m3","98.01","1","Background","Suburban","9.8003","48.0899","534.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW046&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY196","Garmisch-Partenkirchen/Wasserwerk","SPO.DE_DEBY196_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","9.367","ug/m3","99.79","1","Background","Rural","11.0572","47.4771","732.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY196&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY012","Burghausen/Marktler Straße","SPO.DE_DEBY012_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.298","ug/m3","99.87","1","Background","Suburban","12.8293","48.1772","420.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY079","Bad Reichenhall/Kirchholzstraße","SPO.DE_DEBY079_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.555","ug/m3","99.77","1","Background","Urban","12.8912","47.7334","469.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY079&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY072","Tiefenbach/Altenschneeberg","SPO.DE_DEBY072_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","5.908","ug/m3","99.60","1","Background","Rural","12.5489","49.4385","755.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY089","München/Johanneskirchen","SPO.DE_DEBY089_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.667","ug/m3","99.83","1","Background","Suburban","11.6480","48.1732","513.0","München                                                                         ","DE003C1                                           ","1484226","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY089&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY039","München/Lothstraße","SPO.DE_DEBY039_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","26.650","ug/m3","99.84","1","Background","Urban","11.5547","48.1545","521.0","München                                                                         ","DE003C1                                           ","1484226","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY039&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_HE","Diana Rose","DEHE001","Darmstadt","SPO.DE_DEHE001_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.259","ug/m3","99.87","1","Background","Urban","8.6646","49.8723","158.0","Darmstadt                                                                       ","DE025C1                                           ","159878","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEHE001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY067","Schwandorf/Wackersdorfer Straße","SPO.DE_DEBY067_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.712","ug/m3","95.31","1","Background","Suburban","12.1281","49.3220","380.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY067&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_HB","Stephan Pannek","DEHB004","Bremen-Nord","SPO.DE_DEHB004_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.256","ug/m3","99.77","1","Background","Urban","8.6255","53.1809","20.0","Bremen                                                                          ","DE012C1                                           ","567559","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEHB004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_HB","Stephan Pannek","DEHB001","Bremen-Mitte","SPO.DE_DEHB001_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.314","ug/m3","98.65","1","Background","Urban","8.8158","53.0772","10.0","Bremen                                                                          ","DE012C1                                           ","567559","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEHB001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Germany","NET.DE_BY","Susanne Schmid","DEBY187","Oettingen/Goethestraße","SPO.DE_DEBY187_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.842","ug/m3","99.89","1","Background","Suburban","10.5977","48.9522","417.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.DE_DEBY187&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
